사용일자,노선명,역명,승차총승객수,하차총승객수,등록일자
20240517,우이신설선,4.19민주묘지,4170,3947,20240520
20240517,경원선,가능,7698,7414,20240520
20240517,8호선,가락시장,9121,10204,20240520
20240517,3호선,가락시장,10986,10609,20240520
20240517,7호선,가산디지털단지,50898,51243,20240520
20240517,경부선,가산디지털단지,20404,22691,20240520
20240517,9호선,가양,25853,25105,20240520
20240517,우이신설선,가오리,5091,4989,20240520
20240517,경의선,가좌,7207,6774,20240520
20240517,분당선,가천대,12984,12539,20240520
20240517,경춘선,가평,2396,2638,20240520
20240517,경인선,간석,6973,6569,20240520
20240517,경춘선,갈매,3643,3071,20240520
20240517,2호선,강남,95116,93078,20240520
20240517,7호선,강남구청,18751,20932,20240520
20240517,분당선,강남구청,11373,13029,20240520
20240517,5호선,강동,20843,20036,20240520
20240517,8호선,강동구청,12169,12356,20240520
20240517,경의선,강매,4106,3471,20240520
20240517,2호선,강변(동서울터미널),36302,35108,20240520
20240517,5호선,강일,7414,6672,20240520
20240517,경춘선,강촌,504,643,20240520
20240517,5호선,개롱,7784,7832,20240520
20240517,경인선,개봉,25240,24637,20240520
20240517,분당선,개포동,5644,5517,20240520
20240517,9호선,개화,3298,2275,20240520
20240517,5호선,개화산,6807,6379,20240520
20240517,5호선,거여,11989,11528,20240520
20240517,7호선,건대입구,15588,16370,20240520
20240517,2호선,건대입구,43056,45628,20240520
20240517,공항철도 1호선,검암,7490,7919,20240520
20240517,경강선,경기광주,9414,8933,20240520
20240517,과천선,경마공원,7696,7855,20240520
20240517,3호선,경복궁(정부서울청사),31075,31767,20240520
20240517,3호선,경찰병원,8713,8534,20240520
20240517,공항철도 1호선,계양,15195,14453,20240520
20240517,5호선,고덕,12441,12094,20240520
20240517,6호선,고려대(종암),10928,10027,20240520
20240517,수인선,고색,6688,6307,20240520
20240517,3호선,고속터미널,57865,56611,20240520
20240517,7호선,고속터미널,21411,17333,20240520
20240517,9호선,고속터미널,19049,25931,20240520
20240517,안산선,고잔,10690,10266,20240520
20240517,경의선,곡산,859,891,20240520
20240517,경강선,곤지암,2656,2631,20240520
20240517,경의선,공덕,4684,4068,20240520
20240517,공항철도 1호선,공덕,3255,4467,20240520
20240517,5호선,공덕,17476,18095,20240520
20240517,6호선,공덕,22605,22332,20240520
20240517,7호선,공릉(서울과학기술대),15468,14850,20240520
20240517,9호선,공항시장,3555,3748,20240520
20240517,공항철도 1호선,공항화물청사,2269,2332,20240520
20240517,과천선,과천,8031,7345,20240520
20240517,경부선,관악,8641,8207,20240520
20240517,신림선,관악산(서울대),3795,3736,20240520
20240517,5호선,광나루(장신대),16551,15287,20240520
20240517,경부선,광명,4604,4067,20240520
20240517,7호선,광명사거리,23934,23523,20240520
20240517,경원선,광운대,10493,9679,20240520
20240517,5호선,광화문(세종문화회관),37911,40472,20240520
20240517,6호선,광흥창(서강),11098,10761,20240520
20240517,2호선,교대(법원.검찰청),37228,44913,20240520
20240517,3호선,교대(법원.검찰청),20743,12225,20240520
20240517,경부선,구로,19742,20317,20240520
20240517,2호선,구로디지털단지,66119,65390,20240520
20240517,분당선,구룡,4562,4352,20240520
20240517,중앙선,구리,15367,15970,20240520
20240517,9호선,구반포,1722,1729,20240520
20240517,6호선,구산,9770,7185,20240520
20240517,분당선,구성,6151,6372,20240520
20240517,2호선,구의(광진구청),28978,27742,20240520
20240517,경인선,구일,12826,13671,20240520
20240517,3호선,구파발,24982,24403,20240520
20240517,중앙선,국수,832,810,20240520
20240517,9호선,국회의사당,19143,19670,20240520
20240517,7호선,군자(능동),17852,13602,20240520
20240517,5호선,군자(능동),13973,15516,20240520
20240517,경부선,군포,8379,8175,20240520
20240517,경춘선,굴봉산,153,170,20240520
20240517,5호선,굽은다리(강동구민회관앞),11249,10505,20240520
20240517,경춘선,금곡,1799,1789,20240520
20240517,경의선,금릉,6697,6590,20240520
20240517,경부선,금정,32916,33474,20240520
20240517,경부선,금천구청,13981,14285,20240520
20240517,경의선,금촌,7889,7728,20240520
20240517,3호선,금호,9307,8555,20240520
20240517,분당선,기흥,12451,11743,20240520
20240517,5호선,길동,9606,9961,20240520
20240517,4호선,길음,25611,25142,20240520
20240517,경춘선,김유정,573,630,20240520
20240517,서해선,김포공항,3365,3848,20240520
20240517,9호선,김포공항,7627,10334,20240520
20240517,공항철도 1호선,김포공항,11406,5411,20240520
20240517,5호선,김포공항,10188,7642,20240520
20240517,5호선,까치산,32509,30600,20240520
20240517,2호선,낙성대(강감찬),32387,30404,20240520
20240517,7호선,남구로,16628,17742,20240520
20240517,수인선,남동인더스파크,2609,2909,20240520
20240517,3호선,남부터미널(예술의전당),35505,35782,20240520
20240517,7호선,남성,13631,12573,20240520
20240517,경부선,남영,11396,12056,20240520
20240517,8호선,남위례,8731,9011,20240520
20240517,경춘선,남춘천,5134,4184,20240520
20240517,4호선,남태령,1810,1375,20240520
20240517,8호선,남한산성입구(성남법원.검찰청),17289,15210,20240520
20240517,7호선,내방,17215,17405,20240520
20240517,9호선,노들,6042,5017,20240520
20240517,9호선,노량진,30796,30279,20240520
20240517,경부선,노량진,10221,9944,20240520
20240517,7호선,노원,30000,31924,20240520
20240517,4호선,노원,34855,39623,20240520
20240517,3호선,녹번,18210,16271,20240520
20240517,6호선,녹사평(용산구청),6396,6795,20240520
20240517,경원선,녹양,5127,4924,20240520
20240517,경원선,녹천,5021,4228,20240520
20240517,7호선,논현,22288,23354,20240520
20240517,경의선,능곡,5805,5456,20240520
20240517,8호선,단대오거리,14522,13394,20240520
20240517,수인선,달월,134,75,20240520
20240517,5호선,답십리,18704,16681,20240520
20240517,4호선,당고개,11060,9533,20240520
20240517,신림선,당곡,5297,5146,20240520
20240517,2호선,당산,21378,25064,20240520
20240517,9호선,당산,22610,22854,20240520
20240517,경부선,당정,8156,7601,20240520
20240517,일산선,대곡,3678,2794,20240520
20240517,과천선,대공원,10982,10509,20240520
20240517,2호선,대림(구로구청),27766,28229,20240520
20240517,7호선,대림(구로구청),9608,9866,20240520
20240517,분당선,대모산입구,7557,6927,20240520
20240517,경부선,대방,12274,13178,20240520
20240517,신림선,대방,3533,2772,20240520
20240517,경춘선,대성리,830,3594,20240520
20240517,안산선,대야미,6156,5292,20240520
20240517,3호선,대청,12566,12010,20240520
20240517,3호선,대치,14018,13990,20240520
20240517,일산선,대화,16216,12927,20240520
20240517,6호선,대흥(서강대앞),12239,13491,20240520
20240517,경원선,덕계,7172,6572,20240520
20240517,중앙선,덕소,6426,6410,20240520
20240517,경원선,덕정,8180,7460,20240520
20240517,분당선,도곡,9389,9027,20240520
20240517,3호선,도곡,7110,6979,20240520
20240517,중앙선,도농,13467,12715,20240520
20240517,2호선,도림천,1450,1545,20240520
20240517,경원선,도봉,7222,6667,20240520
20240517,7호선,도봉산,11447,12709,20240520
20240517,경원선,도봉산,9399,6476,20240520
20240517,중앙선,도심,2847,2221,20240520
20240517,경인선,도원,3994,4079,20240520
20240517,경인선,도화,5199,4739,20240520
20240517,3호선,독립문,9178,9289,20240520
20240517,6호선,독바위,3259,3273,20240520
20240517,경부선,독산,20360,20818,20240520
20240517,6호선,돌곶이,12111,10866,20240520
20240517,4호선,동대문,23664,23735,20240520
20240517,1호선,동대문,12660,11752,20240520
20240517,5호선,동대문역사문화공원(DDP),3679,4226,20240520
20240517,4호선,동대문역사문화공원(DDP),21012,18246,20240520
20240517,2호선,동대문역사문화공원(DDP),16944,18243,20240520
20240517,3호선,동대입구,15380,17130,20240520
20240517,경원선,동두천,2413,2268,20240520
20240517,경원선,동두천중앙,3687,3519,20240520
20240517,1호선,동묘앞,10876,11180,20240520
20240517,6호선,동묘앞,9287,9420,20240520
20240517,경인선,동암,18165,18282,20240520
20240517,경인선,동인천,16756,15710,20240520
20240517,4호선,동작(현충원),2856,3175,20240520
20240517,9호선,동작(현충원),2480,2065,20240520
20240517,경부선,두정,10051,9012,20240520
20240517,5호선,둔촌동,10389,10158,20240520
20240517,9호선2~3단계,둔촌오륜,1514,1456,20240520
20240517,9호선,등촌,14445,13649,20240520
20240517,공항철도 1호선,디지털미디어시티,15956,15029,20240520
20240517,경의선,디지털미디어시티,3314,3149,20240520
20240517,6호선,디지털미디어시티,17169,18199,20240520
20240517,2호선,뚝섬,28949,30086,20240520
20240517,5호선,마곡,14406,14449,20240520
20240517,9호선,마곡나루(서울식물원),16557,16335,20240520
20240517,공항철도 1호선,마곡나루(서울식물원),13706,12757,20240520
20240517,일산선,마두,9564,9885,20240520
20240517,7호선,마들,15700,14379,20240520
20240517,경춘선,마석,4667,4784,20240520
20240517,5호선,마장,6998,6549,20240520
20240517,5호선,마천,8896,8059,20240520
20240517,5호선,마포,16954,17724,20240520
20240517,6호선,마포구청,16995,14938,20240520
20240517,중앙선,망우,9127,8839,20240520
20240517,6호선,망원,18051,19606,20240520
20240517,경원선,망월사,9659,9503,20240520
20240517,분당선,망포,18716,17670,20240520
20240517,분당선,매교,6503,6482,20240520
20240517,3호선,매봉,14926,14352,20240520
20240517,분당선,매탄권선,6683,6347,20240520
20240517,7호선,먹골,12624,12192,20240520
20240517,7호선,면목,18315,17611,20240520
20240517,4호선,명동,36963,39530,20240520
20240517,5호선,명일,10346,10620,20240520
20240517,경부선,명학,10606,10217,20240520
20240517,8호선,모란,5553,4379,20240520
20240517,분당선,모란,23004,23291,20240520
20240517,5호선,목동,19732,21006,20240520
20240517,8호선,몽촌토성(평화의문),8779,8899,20240520
20240517,3호선,무악재,5233,4950,20240520
20240517,2호선,문래,26555,27947,20240520
20240517,경의선,문산,6436,6571,20240520
20240517,8호선,문정,25463,26432,20240520
20240517,분당선,미금,17724,18797,20240520
20240517,5호선,미사,20440,21216,20240520
20240517,4호선,미아(서울사이버대학),18933,18157,20240520
20240517,4호선,미아사거리,30838,30389,20240520
20240517,안산선,반월,5291,5105,20240520
20240517,7호선,반포,7811,7287,20240520
20240517,5호선,발산,25996,27363,20240520
20240517,2호선,방배,20289,20954,20240520
20240517,5호선,방이,8495,8850,20240520
20240517,경원선,방학,11864,11396,20240520
20240517,5호선,방화,8400,7920,20240520
20240517,장항선,배방,1781,1677,20240520
20240517,경의선,백마,9098,8975,20240520
20240517,일산선,백석,11527,11848,20240520
20240517,경춘선,백양리,146,100,20240520
20240517,경인선,백운,8509,8393,20240520
20240517,6호선,버티고개,2573,2461,20240520
20240517,과천선,범계,33219,34320,20240520
20240517,경춘선,별내,4101,3956,20240520
20240517,경부선,병점,18953,19024,20240520
20240517,7호선,보라매,8225,8296,20240520
20240517,신림선,보라매,4897,4317,20240520
20240517,신림선,보라매공원,2830,2882,20240520
20240517,신림선,보라매병원,8060,8408,20240520
20240517,우이신설선,보문,1914,1917,20240520
20240517,6호선,보문,9711,8733,20240520
20240517,경원선,보산,2033,1690,20240520
20240517,분당선,보정,3296,2895,20240520
20240517,분당선,복정,10,0,20240520
20240517,8호선,복정,11644,9864,20240520
20240517,장항선,봉명,1679,1627,20240520
20240517,9호선2~3단계,봉은사,25050,26344,20240520
20240517,2호선,봉천,27860,25507,20240520
20240517,6호선,봉화산(서울의료원),10348,9602,20240520
20240517,경인선,부개,10343,9485,20240520
20240517,경강선,부발,3105,2589,20240520
20240517,경인선,부천,36364,36923,20240520
20240517,서해선,부천종합운동장,3006,2454,20240520
20240517,경인선,부평,32853,36567,20240520
20240517,7호선,부평구청,1,0,20240520
20240517,우이신설선,북한산보국문,7874,7082,20240520
20240517,우이신설선,북한산우이,3504,3303,20240520
20240517,6호선,불광,5269,5076,20240520
20240517,3호선,불광,19080,20258,20240520
20240517,7호선,사가정,19213,19298,20240520
20240517,4호선,사당,31486,28811,20240520
20240517,2호선,사당,48196,53293,20240520
20240517,경춘선,사릉,2776,2682,20240520
20240517,수인선,사리,6176,5380,20240520
20240517,9호선,사평,4754,4390,20240520
20240517,안산선,산본,19463,20549,20240520
20240517,8호선,산성,7325,7329,20240520
20240517,4호선,삼각지,7386,8594,20240520
20240517,6호선,삼각지,9307,8002,20240520
20240517,경강선,삼동,2955,2703,20240520
20240517,2호선,삼성(무역센터),63133,64133,20240520
20240517,9호선2~3단계,삼성중앙,9064,9217,20240520
20240517,일산선,삼송,22691,21543,20240520
20240517,우이신설선,삼양,2408,2529,20240520
20240517,우이신설선,삼양사거리,2969,3002,20240520
20240517,9호선2~3단계,삼전,9320,8592,20240520
20240517,분당선,상갈,6510,6125,20240520
20240517,4호선,상계,22729,20864,20240520
20240517,7호선,상도,15048,14326,20240520
20240517,안산선,상록수,18846,18687,20240520
20240517,중앙선,상봉,7336,6861,20240520
20240517,7호선,상봉,20211,19899,20240520
20240517,6호선,상수,11912,13871,20240520
20240517,2호선,상왕십리,16816,16355,20240520
20240517,6호선,상월곡(한국과학기술연구원),7771,7000,20240520
20240517,5호선,상일동,17319,16091,20240520
20240517,경춘선,상천,353,427,20240520
20240517,6호선,새절(신사),15403,14075,20240520
20240517,신림선,샛강,3317,3836,20240520
20240517,9호선,샛강,7599,7650,20240520
20240517,경의선,서강대,2887,3122,20240520
20240517,5호선,서대문,23682,23894,20240520
20240517,경부선,서동탄,1827,1602,20240520
20240517,경원선,서빙고,2544,2367,20240520
20240517,신림선,서울대벤처타운,11315,10050,20240520
20240517,2호선,서울대입구(관악구청),53983,51278,20240520
20240517,분당선,서울숲,16081,16633,20240520
20240517,경의선,서울역,5818,7284,20240520
20240517,4호선,서울역,14805,25536,20240520
20240517,공항철도 1호선,서울역,16093,14341,20240520
20240517,경부선,서울역,12123,4451,20240520
20240517,1호선,서울역,65251,63786,20240520
20240517,신림선,서울지방병무청,3606,3861,20240520
20240517,신림선,서원,3974,3322,20240520
20240517,경부선,서정리,11145,9532,20240520
20240517,2호선,서초,24488,23757,20240520
20240517,분당선,서현,29217,29702,20240520
20240517,6호선,석계,14948,15041,20240520
20240517,경원선,석계,8777,10083,20240520
20240517,경부선,석수,10350,9351,20240520
20240517,8호선,석촌,9060,10496,20240520
20240517,9호선2~3단계,석촌,11086,9933,20240520
20240517,9호선2~3단계,석촌고분,8344,8092,20240520
20240517,분당선,선릉,14997,23336,20240520
20240517,2호선,선릉,65928,58211,20240520
20240517,과천선,선바위,9512,8191,20240520
20240517,9호선,선유도,10318,9542,20240520
20240517,분당선,선정릉,8856,9355,20240520
20240517,9호선2~3단계,선정릉,11709,12495,20240520
20240517,경부선,성균관대,21614,20614,20240520
20240517,경강선,성남,994,945,20240520
20240517,2호선,성수,49429,54837,20240520
20240517,4호선,성신여대입구(돈암),26947,25249,20240520
20240517,우이신설선,성신여대입구(돈암),4320,4721,20240520
20240517,경부선,성환,5912,5003,20240520
20240517,경부선,세류,3993,3776,20240520
20240517,경부선,세마,4032,3778,20240520
20240517,경강선,세종대왕릉,432,449,20240520
20240517,수인선,소래포구,6516,6128,20240520
20240517,경인선,소사,8921,8422,20240520
20240517,경원선,소요산,2036,2024,20240520
20240517,우이신설선,솔밭공원,3154,2949,20240520
20240517,우이신설선,솔샘,6882,6381,20240520
20240517,경인선,송내,31065,30694,20240520
20240517,수인선,송도,3090,2814,20240520
20240517,5호선,송정,7454,6987,20240520
20240517,경부선,송탄,5605,5347,20240520
20240517,8호선,송파,10927,10537,20240520
20240517,9호선2~3단계,송파나루,6306,6868,20240520
20240517,분당선,수내,15985,16187,20240520
20240517,7호선,수락산,14314,13999,20240520
20240517,안산선,수리산,4905,4060,20240520
20240517,경의선,수색,4125,4142,20240520
20240517,3호선,수서,22250,21913,20240520
20240517,분당선,수서,19424,20843,20240520
20240517,분당선,수원,9841,8919,20240520
20240517,경부선,수원,45082,48909,20240520
20240517,분당선,수원시청,16665,18705,20240520
20240517,4호선,수유(강북구청),39527,39338,20240520
20240517,8호선,수진,6225,5662,20240520
20240517,4호선,숙대입구(갈월),17662,16771,20240520
20240517,7호선,숭실대입구(살피재),19925,20077,20240520
20240517,수인선,숭의,4886,4587,20240520
20240517,2호선,시청,31545,30660,20240520
20240517,1호선,시청,30931,31378,20240520
20240517,분당선,신갈,5667,5556,20240520
20240517,5호선,신금호,7761,8036,20240520
20240517,5호선,신길,5583,5632,20240520
20240517,경부선,신길,10490,8691,20240520
20240517,안산선,신길온천,2396,2218,20240520
20240517,경춘선,신내,3299,2968,20240520
20240517,6호선,신내,1,0,20240520
20240517,9호선,신논현,36475,36694,20240520
20240517,2호선,신답,1911,2034,20240520
20240517,6호선,신당,10015,9554,20240520
20240517,2호선,신당,17304,18094,20240520
20240517,2호선,신대방,29086,27497,20240520
20240517,7호선,신대방삼거리,17524,16543,20240520
20240517,2호선,신도림,58136,57145,20240520
20240517,경부선,신도림,4441,4783,20240520
20240517,경강선,신둔도예촌,1864,1682,20240520
20240517,2호선,신림,62221,59540,20240520
20240517,신림선,신림,2133,2879,20240520
20240517,9호선,신목동,5258,4692,20240520
20240517,9호선,신반포,5229,5104,20240520
20240517,9호선,신방화,8299,7994,20240520
20240517,3호선,신사,33073,35480,20240520
20240517,1호선,신설동,16930,15998,20240520
20240517,2호선,신설동,4463,4270,20240520
20240517,우이신설선,신설동,2748,2567,20240520
20240517,4호선,신용산,21723,23257,20240520
20240517,중앙선,신원,220,216,20240520
20240517,경원선,신이문,9882,8967,20240520
20240517,5호선,신정(은행정),15552,12827,20240520
20240517,2호선,신정네거리,11834,12013,20240520
20240517,장항선,신창(순천향대),3917,2302,20240520
20240517,2호선,신촌,46530,49066,20240520
20240517,경의선,신촌,1211,1619,20240520
20240517,수인선,신포,2288,2327,20240520
20240517,7호선,신풍,12808,11956,20240520
20240517,8호선,신흥,5898,6165,20240520
20240517,4호선,쌍문,34109,31625,20240520
20240517,장항선,쌍용(나사렛대),3417,3013,20240520
20240517,장항선,아산,5646,5323,20240520
20240517,중앙선,아신,694,732,20240520
20240517,5호선,아차산(어린이대공원후문),17988,17366,20240520
20240517,2호선,아현,13132,12031,20240520
20240517,3호선,안국,32817,33624,20240520
20240517,안산선,안산,13700,12907,20240520
20240517,6호선,안암(고대병원앞),16000,15091,20240520
20240517,경부선,안양,28950,29085,20240520
20240517,8호선,암사,21800,18869,20240520
20240517,3호선,압구정,36943,40275,20240520
20240517,분당선,압구정로데오,22435,26149,20240520
20240517,5호선,애오개,8073,7768,20240520
20240517,경의선,야당,10623,11110,20240520
20240517,수인선,야목,534,435,20240520
20240517,분당선,야탑,30831,32890,20240520
20240517,3호선,약수,15463,15099,20240520
20240517,6호선,약수,4431,4279,20240520
20240517,중앙선,양수,2267,2428,20240520
20240517,중앙선,양원,3737,3575,20240520
20240517,3호선,양재(서초구청),45319,48521,20240520
20240517,중앙선,양정,723,653,20240520
20240517,경원선,양주,8920,8704,20240520
20240517,2호선,양천구청,8038,8526,20240520
20240517,9호선,양천향교,11974,11730,20240520
20240517,중앙선,양평,3729,3973,20240520
20240517,5호선,양평,8982,8733,20240520
20240517,7호선,어린이대공원(세종대),22723,22827,20240520
20240517,수인선,어천,1717,1572,20240520
20240517,9호선2~3단계,언주,13138,13140,20240520
20240517,5호선,여의나루,18961,19884,20240520
20240517,5호선,여의도,32049,34958,20240520
20240517,9호선,여의도,34589,33341,20240520
20240517,경강선,여주,3219,3315,20240520
20240517,경인선,역곡,32483,31826,20240520
20240517,2호선,역삼,55245,62991,20240520
20240517,6호선,역촌,4349,4992,20240520
20240517,수인선,연수,5975,5895,20240520
20240517,3호선,연신내,39866,38186,20240520
20240517,6호선,연신내,5,0,20240520
20240517,경원선,연천,1640,1782,20240520
20240517,9호선,염창,20452,19274,20240520
20240517,경부선,영등포,46347,48083,20240520
20240517,5호선,영등포구청,5517,5411,20240520
20240517,2호선,영등포구청,26047,26760,20240520
20240517,5호선,영등포시장,13612,13575,20240520
20240517,공항철도 1호선,영종,4673,4880,20240520
20240517,분당선,영통,11637,11621,20240520
20240517,5호선,오금,4336,4391,20240520
20240517,3호선,오금,7937,6960,20240520
20240517,경인선,오류동,13276,12294,20240520
20240517,분당선,오리,13522,11547,20240520
20240517,5호선,오목교(목동운동장앞),24580,26416,20240520
20240517,수인선,오목천,5853,4824,20240520
20240517,중앙선,오빈,366,391,20240520
20240517,경부선,오산,12691,12477,20240520
20240517,경부선,오산대,4887,4540,20240520
20240517,안산선,오이도,9331,9681,20240520
20240517,경원선,옥수,89,44,20240520
20240517,3호선,옥수,10671,10632,20240520
20240517,7호선,온수(성공회대입구),12360,11158,20240520
20240517,경인선,온수(성공회대입구),7945,7351,20240520
20240517,장항선,온양온천,5227,5621,20240520
20240517,9호선2~3단계,올림픽공원(한국체대),8063,8027,20240520
20240517,5호선,올림픽공원(한국체대),5877,4866,20240520
20240517,경원선,왕십리(성동구청),20359,19981,20240520
20240517,2호선,왕십리(성동구청),19132,17382,20240520
20240517,5호선,왕십리(성동구청),5415,6343,20240520
20240517,경원선,외대앞,12516,11924,20240520
20240517,2호선,용답,3625,3516,20240520
20240517,2호선,용두(동대문구청),2924,2910,20240520
20240517,7호선,용마산(용마폭포공원),6830,6577,20240520
20240517,중앙선,용문,2217,2434,20240520
20240517,경부선,용산,48185,48929,20240520
20240517,5호선,우장산,17690,17337,20240520
20240517,중앙선,운길산,893,891,20240520
20240517,공항철도 1호선,운서,10409,10907,20240520
20240517,경의선,운정,10261,9543,20240520
20240517,경의선,운천,8,5,20240520
20240517,일산선,원당,13159,12397,20240520
20240517,중앙선,원덕,426,426,20240520
20240517,수인선,원인재,5314,5490,20240520
20240517,서해선,원종,5492,5533,20240520
20240517,일산선,원흥,14088,13181,20240520
20240517,경원선,월계,9191,8204,20240520
20240517,6호선,월곡(동덕여대),14362,13681,20240520
20240517,수인선,월곶,3512,3199,20240520
20240517,6호선,월드컵경기장(성산),5369,5486,20240520
20240517,경의선,월롱,2902,1995,20240520
20240517,3호선,을지로3가,14409,14904,20240520
20240517,2호선,을지로3가,29816,30547,20240520
20240517,2호선,을지로4가,16480,16608,20240520
20240517,5호선,을지로4가,7808,7926,20240520
20240517,2호선,을지로입구,55475,57183,20240520
20240517,경원선,응봉,2219,1877,20240520
20240517,6호선,응암,20830,19941,20240520
20240517,경부선,의왕,11521,11288,20240520
20240517,경원선,의정부,21770,22947,20240520
20240517,2호선,이대,21098,22500,20240520
20240517,분당선,이매,6735,6245,20240520
20240517,경강선,이매,1212,1111,20240520
20240517,7호선,이수,19435,18736,20240520
20240517,경강선,이천,3445,3795,20240520
20240517,경원선,이촌(국립중앙박물관),4988,3819,20240520
20240517,4호선,이촌(국립중앙박물관),10127,11430,20240520
20240517,6호선,이태원,13615,17432,20240520
20240517,과천선,인덕원,30553,31176,20240520
20240517,경인선,인천,5302,4198,20240520
20240517,수인선,인천,1215,2007,20240520
20240517,공항철도 1호선,인천공항1터미널,15794,13931,20240520
20240517,공항철도 1호선,인천공항2터미널,7330,5794,20240520
20240517,수인선,인천논현,6583,7179,20240520
20240517,수인선,인하대,9295,8478,20240520
20240517,경의선,일산,13045,13035,20240520
20240517,3호선,일원,13064,12254,20240520
20240517,경의선,임진강,23,17,20240520
20240517,7호선,자양(뚝섬한강공원),18035,17724,20240520
20240517,8호선,잠실(송파구청),17933,22062,20240520
20240517,2호선,잠실(송파구청),92176,91495,20240520
20240517,2호선,잠실나루,17985,17181,20240520
20240517,2호선,잠실새내,28782,28610,20240520
20240517,3호선,잠원,6384,5838,20240520
20240517,7호선,장승배기,10763,10567,20240520
20240517,7호선,장암,3366,1570,20240520
20240517,8호선,장지,19872,17952,20240520
20240517,5호선,장한평,22680,22445,20240520
20240517,경원선,전곡,1384,1367,20240520
20240517,우이신설선,정릉,5796,5207,20240520
20240517,일산선,정발산,9806,10172,20240520
20240517,과천선,정부과천청사,13999,14384,20240520
20240517,안산선,정왕,12640,12180,20240520
20240517,분당선,정자,21256,22180,20240520
20240517,1호선,제기동,19517,19628,20240520
20240517,경인선,제물포,13189,12440,20240520
20240517,1호선,종각,44698,44335,20240520
20240517,1호선,종로3가,30922,28244,20240520
20240517,3호선,종로3가,13763,16360,20240520
20240517,5호선,종로3가,18281,20215,20240520
20240517,1호선,종로5가,27643,27319,20240520
20240517,2호선,종합운동장,24028,27105,20240520
20240517,9호선2~3단계,종합운동장,5940,6004,20240520
20240517,경인선,주안,22556,20136,20240520
20240517,일산선,주엽,11668,12085,20240520
20240517,분당선,죽전,17411,18389,20240520
20240517,7호선,중계,17818,16149,20240520
20240517,7호선,중곡,13006,12083,20240520
20240517,경인선,중동,11649,10915,20240520
20240517,중앙선,중랑,6691,6267,20240520
20240517,안산선,중앙,22603,24396,20240520
20240517,9호선2~3단계,중앙보훈병원,13670,12037,20240520
20240517,7호선,중화,13447,12580,20240520
20240517,9호선,증미,9229,8755,20240520
20240517,6호선,증산(명지대앞),11295,11336,20240520
20240517,일산선,지축,4,0,20240520
20240517,3호선,지축,9129,8978,20240520
20240517,중앙선,지평,65,95,20240520
20240517,경원선,지행,8372,8313,20240520
20240517,경부선,직산,1358,1202,20240520
20240517,경부선,진위,2238,1838,20240520
20240517,4호선,창동,31278,33106,20240520
20240517,경원선,창동,1,0,20240520
20240517,6호선,창신,4340,3559,20240520
20240517,경춘선,천마산,1829,1744,20240520
20240517,경부선,천안,8468,7895,20240520
20240517,7호선,천왕,13611,13024,20240520
20240517,8호선,천호(풍납토성),17372,20290,20240520
20240517,5호선,천호(풍납토성),22308,22157,20240520
20240517,7호선,철산,25333,25614,20240520
20240517,6호선,청구,4464,4533,20240520
20240517,5호선,청구,4639,4381,20240520
20240517,7호선,청담,22177,24822,20240520
20240517,공항철도 1호선,청라국제도시,8807,8278,20240520
20240517,경원선,청량리(서울시립대입구),20639,21117,20240520
20240517,1호선,청량리(서울시립대입구),26800,25994,20240520
20240517,분당선,청명,6114,5672,20240520
20240517,경원선,청산,173,168,20240520
20240517,경춘선,청평,2108,2606,20240520
20240517,경강선,초월,4165,3854,20240520
20240517,안산선,초지,6027,6218,20240520
20240517,4호선,총신대입구(이수),22514,24535,20240520
20240517,경춘선,춘천,2623,1576,20240520
20240517,3호선,충무로,16,0,20240520
20240517,4호선,충무로,37789,38952,20240520
20240517,2호선,충정로(경기대입구),11564,12308,20240520
20240517,5호선,충정로(경기대입구),5603,5748,20240520
20240517,경의선,탄현,9228,8987,20240520
20240517,장항선,탕정,2432,1902,20240520
20240517,7호선,태릉입구,14087,13455,20240520
20240517,6호선,태릉입구,8881,10413,20240520
20240517,분당선,태평,15155,14496,20240520
20240517,경춘선,퇴계원,4291,4038,20240520
20240517,경의선,파주,1474,1120,20240520
20240517,경강선,판교,6655,6368,20240520
20240517,중앙선,팔당,999,1049,20240520
20240517,경춘선,평내호평,7606,7534,20240520
20240517,과천선,평촌,20969,20271,20240520
20240517,경부선,평택,16795,16067,20240520
20240517,경부선,평택지제,5297,5352,20240520
20240517,경의선,풍산,7439,7057,20240520
20240517,7호선,하계,21422,19636,20240520
20240517,5호선,하남검단산,7527,7070,20240520
20240517,5호선,하남시청(덕풍?신장),10043,9524,20240520
20240517,5호선,하남풍산,5334,5367,20240520
20240517,7호선,학동,27080,28623,20240520
20240517,3호선,학여울,3136,3260,20240520
20240517,6호선,한강진,11249,13309,20240520
20240517,경의선,한국항공대,3904,3306,20240520
20240517,경원선,한남,4510,4373,20240520
20240517,안산선,한대앞,12183,12007,20240520
20240517,4호선,한성대입구(삼선교),17095,16472,20240520
20240517,9호선2~3단계,한성백제,3710,3278,20240520
20240517,2호선,한양대,14896,15842,20240520
20240517,분당선,한티,17936,19166,20240520
20240517,2호선,합정,37209,41646,20240520
20240517,6호선,합정,16020,15940,20240520
20240517,5호선,행당,9564,8238,20240520
20240517,경의선,행신,9637,9572,20240520
20240517,4호선,혜화,41388,41093,20240520
20240517,수인선,호구포,4568,4616,20240520
20240517,경의선,홍대입구,2646,3472,20240520
20240517,2호선,홍대입구,77904,88433,20240520
20240517,공항철도 1호선,홍대입구,16346,16448,20240520
